epoch,loss
0,0.45771729946136475
1,0.2312033325433731
2,0.21278904378414154
3,0.19900085031986237
4,0.1895485818386078
5,0.18506531417369843
6,0.1817052662372589
7,0.17919522523880005
8,0.1774308830499649
9,0.1758350282907486
10,0.17370732128620148
11,0.1719677895307541
12,0.17091107368469238
13,0.1700202375650406
14,0.16934195160865784
15,0.1686345636844635
16,0.16817009449005127
17,0.16775067150592804
18,0.16726259887218475
19,0.16688141226768494
20,0.1664958894252777
21,0.16618606448173523
22,0.1658971905708313
23,0.16557399928569794
24,0.16532069444656372
25,0.1650523841381073
26,0.16485388576984406
27,0.1646675020456314
28,0.16434389352798462
29,0.16425204277038574
30,0.16400712728500366
31,0.16386725008487701
32,0.16370289027690887
33,0.1635257601737976
34,0.16339373588562012
35,0.1632891446352005
36,0.1631026715040207
37,0.16296601295471191
38,0.16285954415798187
39,0.16273677349090576
40,0.16260477900505066
41,0.16253750026226044
42,0.1623857319355011
43,0.1622762531042099
44,0.16221138834953308
45,0.16207897663116455
46,0.16193757951259613
47,0.16187772154808044
48,0.1617712676525116
49,0.16169755160808563
50,0.16164635121822357
51,0.16150178015232086
52,0.16142746806144714
53,0.16133397817611694
54,0.16124586760997772
55,0.16119065880775452
56,0.16114862263202667
57,0.16103750467300415
58,0.16099107265472412
59,0.1609002649784088
60,0.16084608435630798
61,0.16074451804161072
62,0.16074039041996002
63,0.16063439846038818
64,0.16057461500167847
65,0.16053560376167297
66,0.1604951024055481
67,0.16043123602867126
68,0.16034366190433502
69,0.16030745208263397
70,0.16032610833644867
71,0.1602010279893875
72,0.16019350290298462
73,0.16010549664497375
74,0.16008132696151733
75,0.15997202694416046
76,0.16001884639263153
77,0.1599177122116089
78,0.15989695489406586
79,0.159849151968956
80,0.1598144918680191
81,0.15977458655834198
82,0.15971626341342926
83,0.15972697734832764
84,0.15962807834148407
85,0.15966761112213135
86,0.1595611572265625
87,0.15954311192035675
88,0.15954455733299255
89,0.15943722426891327
90,0.15946820378303528
91,0.1593998819589615
92,0.15938331186771393
93,0.15936529636383057
94,0.15933947265148163
95,0.15932145714759827
96,0.15929023921489716
97,0.15921176970005035
98,0.15918834507465363
99,0.1591663658618927
100,0.1591336876153946
101,0.15914969146251678
102,0.1591060906648636
103,0.15906116366386414
104,0.15907473862171173
105,0.1589948982000351
106,0.15901057422161102
107,0.1589668244123459
108,0.15895217657089233
109,0.1589270532131195
110,0.1588769108057022
111,0.15889990329742432
112,0.15885382890701294
113,0.15882942080497742
114,0.15880393981933594
115,0.1587931364774704
116,0.15872377157211304
117,0.1587430238723755
118,0.15873678028583527
119,0.15869386494159698
120,0.1586814671754837
121,0.15865236520767212
122,0.15859664976596832
123,0.15865319967269897
124,0.15859246253967285
125,0.1585434079170227
126,0.15856027603149414
127,0.15854616463184357
128,0.1584858000278473
129,0.15850846469402313
130,0.15846192836761475
131,0.1584574580192566
132,0.1584429144859314
133,0.15840978920459747
134,0.15842199325561523
135,0.15839014947414398
136,0.15834756195545197
137,0.15833276510238647
138,0.15833009779453278
139,0.15831834077835083
140,0.15825901925563812
141,0.15829028189182281
142,0.15825673937797546
143,0.1582242101430893
144,0.15822580456733704
145,0.15820731222629547
146,0.15815986692905426
147,0.15817603468894958
148,0.15814782679080963
149,0.15812373161315918
150,0.15811556577682495
151,0.1580956131219864
152,0.1580881029367447
153,0.15805679559707642
154,0.15805840492248535
155,0.1580129712820053
156,0.15804333984851837
157,0.15797841548919678
158,0.15796300768852234
159,0.15797393023967743
160,0.15794260799884796
161,0.15795163810253143
162,0.15793079137802124
163,0.15791049599647522
164,0.15786485373973846
165,0.15786923468112946
166,0.1578366905450821
167,0.15784044563770294
168,0.1578473448753357
169,0.15781614184379578
170,0.15778709948062897
171,0.15778104960918427
172,0.15775066614151
173,0.15777824819087982
174,0.1577378809452057
175,0.1577426940202713
176,0.15772520005702972
177,0.1577196568250656
178,0.15766693651676178
179,0.1576836258172989
180,0.15767763555049896
181,0.1576346904039383
182,0.15762494504451752
183,0.15766145288944244
184,0.1576395332813263
185,0.15758438408374786
186,0.1575857251882553
187,0.157596156001091
188,0.15755707025527954
189,0.15755115449428558
190,0.15754316747188568
191,0.15754196047782898
192,0.15754029154777527
193,0.15751802921295166
194,0.15747521817684174
195,0.15749575197696686
196,0.15744458138942719
197,0.15745116770267487
198,0.15746855735778809
199,0.1574574112892151
